Дата;"Реальная сумма";"Планируемая сумма";"Валюта";"Категория";"Описание";"Счёт";"Конверт";"Перевод"		
2026-02-25;"-30.0";"";"azn";"Ребенок";"30";"ASB kart";"Резервы";""		
2026-02-24;"-8.6";"-25.0";"azn";"Продукты";"3.6 5";"ASB kart";"Резервы";""		
2026-02-23;"-31.0";"";"azn";"Продукты";"31";"Кошелёк";"Резервы";""		
2026-02-23;"-3.0";"";"azn";"Интернет и связь";"3 Samira";"ASB kart";"Резервы";""		
2026-02-21;"90.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2026-02-21;"-6.0";"-6.0";"azn";"Платный софт";"6 Yandex Music";"DigiHesab Ilqar";"Резервы";""		
2026-02-21;"-3.5";"-25.0";"azn";"Продукты";"3.5";"ASB kart";"Резервы";""		
2026-02-20;"-10.0";"";"azn";"Интернет и связь";"10 ilqar";"ASB kart";"Резервы";""		
2026-02-20;"-30.0";"";"azn";"Продукты";"30";"ASB kart";"Резервы";""		
2026-02-20;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"TamKart Fiziki 5338";"Резервы";""		
2026-02-20;"-20.0";"-25.0";"azn";"Автомобиль / Бензин";"20";"ASB kart";"Резервы";""		
2026-02-19;"-9.0";"-25.0";"azn";"Продукты";"9";"ASB kart";"Резервы";""		
2026-02-18;"-34.0";"";"azn";"Продукты";"34";"ASB kart";"Резервы";""		
2026-02-18;"-9.0";"";"azn";"Ребенок";"9";"ASB kart";"Резервы";""		
2026-02-17;"-12.0";"-25.0";"azn";"Продукты";"12";"ASB kart";"Резервы";""		
2026-02-17;"-35.0";"";"azn";"Ребенок";"35";"ASB kart";"Резервы";""		
2026-02-15;"-27.0";"";"azn";"Продукты";"27";"ASB kart";"Резервы";""		
2026-02-14;"93.61";"";"azn";"";"";"";"";"ABB kart Samira => Albali кредитная карта"		
2026-02-14;"-100.0";"";"azn";"Ком. услуги / Отопление";"100";"Кошелёк";"Резервы";""		
2026-02-14;"-60.0";"-25.0";"azn";"Продукты";"60";"ASB kart";"Резервы";""		
2026-02-14;"-12.1";"-40.0";"azn";"Ком. услуги / Электроэнергия";"12.1";"ASB kart";"Резервы";""		
2026-02-12;"-8.0";"";"azn";"Гигиена и красота";"8";"ABB kart Samira";"Резервы";""		
2026-02-12;"-6.3";"";"azn";"Продукты";"6.3";"ABB kart Samira";"Резервы";""		
2026-02-12;"-50.0";"-25.0";"azn";"Продукты";"50";"ASB kart";"Резервы";""		
2026-02-11;"100.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => Кошелёк"		
2026-02-11;"-11.0";"";"azn";"Продукты";"11";"Кошелёк";"Резервы";""		
2026-02-10;"-10.0";"";"azn";"Дом";"10";"Кошелёк";"Резервы";""		
2026-02-10;"-40.0";"";"azn";"Медицина / Лекарства";"40";"ASB kart";"Резервы";""		
2026-02-10;"-21.0";"-25.0";"azn";"Продукты";"8 13";"ASB kart";"Резервы";""		
2026-02-09;"-5.0";"-5.0";"azn";"Платный софт";"5 one drive";"DigiHesab Ilqar";"Резервы";""		
2026-02-09;"-2.0";"";"azn";"Продукты";"2";"ASB kart";"Резервы";""		
2026-02-09;"410.0";"393.0";"azn";"Пенсия Самира";"410";"ABB kart Samira";"Резервы";""		
2026-02-08;"-45.0";"";"azn";"Продукты";"45";"ASB kart";"Резервы";""		
2026-02-08;"-59.0";"-80.0";"azn";"Ребенок";"59 подгузники еда";"ASB kart";"Резервы";""		
2026-02-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"Albali kart";"Резервы";""		
2026-02-07;"-28.0";"";"azn";"Ком. услуги / Квартира";"28";"Кошелёк";"Резервы";""		
2026-02-07;"-54.0";"-25.0";"azn";"Продукты";"54";"ASB kart";"Резервы";""		
2026-02-07;"-18.0";"";"azn";"Продукты";"18";"Кошелёк";"Резервы";""		
2026-02-07;"-15.0";"";"azn";"Продукты";"15";"ASB kart";"Резервы";""		
2026-02-06;"-10.1";"";"azn";"Медицина / Лекарства";"10.10";"ASB kart";"Резервы";""		
2026-02-06;"-1.3";"";"azn";"Проценты и бонусы";"1.3";"DigiHesab Ilqar";"Резервы";""		
2026-02-06;"495.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => Акции ABB"		
2026-02-06;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"Кошелёк";"Резервы";""		
2026-02-06;"-30.0";"-20.0";"azn";"Медицина / Лечение";"30 лор";"ASB kart";"Резервы";""		
2026-02-06;"-25.0";"-25.0";"azn";"Автомобиль / Бензин";"25";"ASB kart";"Резервы";""		
2026-02-05;"-2.5";"";"azn";"Проценты и бонусы";"2.5";"ASB kart";"Резервы";""		
2026-02-05;"500.0";"";"azn";"";"";"";"";"ASB kart => DigiHesab Ilqar"		
2026-02-05;"-50.0";"-50.0";"azn";"Платный софт";"50 Notion";"Albali кредитная карта";"Резервы";""		
2026-02-05;"-87.0";"-25.0";"azn";"Продукты";"87";"ASB kart";"Резервы";""		
2026-02-04;"-250.0";"";"azn";"Ребенок / Терапия";"250 Психолог";"Кошелёк";"Резервы";""		
2026-02-04;"-150.0";"";"azn";"Ребенок / Терапия";"150 садик";"Кошелёк";"Резервы";""		
2026-02-04;"-23.0";"-50.0";"azn";"Продукты";"23";"ASB kart";"Резервы";""		
2026-02-03;"-10.0";"";"azn";"Проценты и бонусы";"10 процент от купли акций";"DigiHesab Ilqar";"Резервы";""		
2026-02-03;"-5.0";"-5.0";"azn";"Проценты и бонусы";"5";"ASB kart";"Резервы";""		
2026-02-03;"-23.0";"";"azn";"Ребенок";"23";"ASB kart";"Резервы";""		
2026-02-03;"990.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => Зарубежные акции"		
2026-02-03;"1000.0";"";"azn";"";"";"";"";"ASB kart => DigiHesab Ilqar"		
2026-02-03;"-7.0";"-25.0";"azn";"Продукты";"7";"ASB kart";"Резервы";""		
2026-02-02;"-10.0";"";"azn";"Продукты";"10";"Кошелёк";"Резервы";""		
2026-02-02;"830.0";"";"azn";"Подарки";"830 Подарки дочке";"Кошелёк";"Резервы";""		
2026-02-02;"-20.0";"";"azn";"Продукты";"20";"ASB kart";"Резервы";""		
2026-02-02;"410.0";"";"azn";"";"";"";"";"Кошелёк => Копилка"		
2026-02-02;"11063.0";"";"azn";"";"";"";"";"Резервы => ХаниМани"		
2026-02-02;"2501.0";"2300.0";"azn";"Зарплата Ильгар";"2501";"ASB kart";"Резервы";""		
2026-02-01;"-5.0";"";"azn";"Медицина / Лекарства";"5";"ASB kart";"Резервы";""		
2026-02-01;"95.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2026-02-01;"100.0";"";"azn";"";"";"";"";"ASB kart => TamKart Fiziki 5338"		
2026-02-01;"-33.0";"";"azn";"Продукты";"25 8";"ASB kart";"Резервы";""		
2026-02-01;"-6.0";"";"azn";"Медицина / Лечение";"6 жгут";"Кошелёк";"Резервы";""		
2026-01-31;"32.0";"";"azn";"Проценты и бонусы";"32 процент от digihesab";"DigiHesab Ilqar";"Резервы";""		
2026-01-31;"-20.0";"";"azn";"Ребенок";"20 осмотр Лейлы в поликлинике";"Кошелёк";"Резервы";""		
2026-01-31;"-30.0";"";"azn";"Автомобиль / Бензин";"30";"ASB kart";"Резервы";""		
2026-01-31;"140.0";"";"azn";"";"";"";"";"ASB kart => DigiHesab Ilqar"		
2026-01-31;"-25.0";"-25.0";"azn";"Интернет и связь";"25 ailenet";"DigiHesab Ilqar";"Резервы";""		
2026-01-31;"-6.0";"-8.0";"azn";"Интернет и связь";"3 3 Ильгар Самира";"ASB kart";"Резервы";""		
2026-01-30;"-17.0";"";"azn";"Медицина / Лекарства";"17";"ASB kart";"Резервы";""		
2026-01-30;"-100.0";"";"azn";"Одежда и обувь";"100";"Кошелёк";"Резервы";""		
2026-01-30;"4770.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => Зарубежные акции"		
2026-01-30;"200.0";"";"azn";"";"";"";"";"TamKart Fiziki 5338 => Кошелёк"		
2026-01-30;"-100.0";"";"azn";"Ребенок / Одежда";"100";"Кошелёк";"Резервы";""		
2026-01-29;"-2.0";"";"azn";"Интернет и связь";"2 Ilqar";"Albali kart";"Резервы";""		
2026-01-29;"-22.0";"";"azn";"Ребенок";"22";"ABB kart Samira";"Резервы";""		
2026-01-29;"-70.0";"";"azn";"Медицина / Лечение";"30 травмотолог	 40 рентген";"ASB kart";"Резервы";""	
2026-01-29;"-6.0";"";"azn";"Медицина / Лекарства";"6";"ABB kart Samira";"Резервы";""		
2026-01-29;"-25.0";"-25.0";"azn";"Продукты";"25";"ABB kart Samira";"Резервы";""		
2026-01-28;"-112.0";"";"azn";"Медицина / Лекарства";"112";"ASB kart";"Резервы";""		
2026-01-28;"-30.0";"";"azn";"Продукты";"30";"Кошелёк";"Резервы";""		
2026-01-28;"-21.0";"";"azn";"Подарки";"21";"ASB kart";"Резервы";""		
2026-01-28;"-50.0";"";"azn";"Медицина / Лечение";"50 гинеколог";"ASB kart";"Резервы";""		
2026-01-27;"130.0";"";"azn";"";"";"";"";"Кошелёк => ASB kart"		
2026-01-27;"-50.0";"";"azn";"Медицина / Лечение";"50 Акифу из Уникала";"TamKart Fiziki 5338";"Резервы";""		
2026-01-27;"-2.0";"-25.0";"azn";"Продукты";"2";"ASB kart";"Резервы";""		
2026-01-27;"200.0";"";"azn";"";"";"";"";"ABB kart Samira => ASB kart"		
2026-01-25;"-191.0";"";"azn";"Ребенок";"191 лекарства";"ASB kart";"Резервы";""		
2026-01-25;"-5.0";"";"azn";"Продукты";"5";"ASB kart";"Резервы";""		
2026-01-24;"-2.0";"";"azn";"Гигиена и красота";"2";"ASB kart";"Резервы";""		
2026-01-24;"-30.0";"";"azn";"Медицина / Лечение";"30 ЛОР";"ASB kart";"Резервы";""		
2026-01-24;"-11.0";"-25.0";"azn";"Продукты";"11";"ASB kart";"Резервы";""		
2026-01-23;"-21.0";"";"azn";"Ребенок";"21";"ASB kart";"Резервы";""		
2026-01-23;"-30.0";"-25.0";"azn";"Автомобиль / Бензин";"30";"ASB kart";"Резервы";""		
2026-01-23;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"DigiHesab Ilqar";"Резервы";""		
2026-01-23;"-12.0";"";"azn";"Интернет и связь";"12 ilqar";"ABB kart Samira";"Резервы";""		
2026-01-22;"410.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => TamKart Fiziki 5338"		
2026-01-22;"642.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => ABB kredit kart"		
2026-01-22;"-47.0";"";"azn";"Ребенок";"47";"ASB kart";"Резервы";""		
2026-01-22;"4993.0";"";"azn";"";"";"";"";"DigiHesab Ilqar => Акции ABB"		
2026-01-22;"-13.0";"-25.0";"azn";"Продукты";"13";"ASB kart";"Резервы";""		
2026-01-21;"-180.0";"";"azn";"Ребенок / Терапия";"180 детский психиатр Айдан";"ASB kart";"Резервы";""		
2026-01-21;"-6.0";"-6.0";"azn";"Платный софт";"6 Yandex Music";"ASB kart";"Резервы";""		
2026-01-20;"-20.0";"";"azn";"Ребенок";"20";"ASB kart";"Резервы";""		
2026-01-20;"-10.0";"-25.0";"azn";"Продукты";"10";"ASB kart";"Резервы";""		
2026-01-18;"-25.0";"";"azn";"Ребенок";"25 подгузники";"ASB kart";"Резервы";""		
2026-01-18;"-30.0";"-20.0";"azn";"Ребенок / Одежда";"30";"Кошелёк";"Резервы";""		
2026-01-18;"-3.0";"";"azn";"Продукты";"3";"ASB kart";"Резервы";""		
2026-01-18;"-40.0";"";"azn";"Медицина / Лекарства";"40";"ASB kart";"Резервы";""		
2026-01-18;"-10.0";"";"azn";"Автомобиль";"10 штраф";"ASB kart";"Резервы";""		
2026-01-18;"-100.0";"";"azn";"Медицина / Лечение";"100 Акифу из Уникала";"DigiHesab Ilqar";"Резервы";""		
2026-01-17;"-200.0";"";"azn";"Ребенок / Терапия";"200";"ASB kart";"Резервы";""		
2026-01-17;"-23.0";"-25.0";"azn";"Продукты";"23";"ASB kart";"Резервы";""		
2026-01-16;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"Кошелёк";"Резервы";""		
2026-01-16;"-30.0";"-25.0";"azn";"Автомобиль / Бензин";"30";"ASB kart";"Резервы";""		
2026-01-15;"-15.0";"-25.0";"azn";"Продукты";"15";"ASB kart";"Резервы";""		
2026-01-15;"-70.0";"-75.0";"azn";"Подарки";"70 кичик той Илькин оператор";"Кошелёк";"Резервы";""		
2026-01-14;"-70.0";"";"azn";"Подарки";"70 взятка коменданту за шушебенд";"Albali кредитная карта";"Резервы";""		
2026-01-14;"165.0";"";"azn";"";"";"";"";"ABB kart Samira => Albali кредитная карта"		
2026-01-14;"-20.0";"-40.0";"azn";"Ком. услуги / Электроэнергия";"20";"ASB kart";"Резервы";""		
2026-01-13;"-37.0";"-25.0";"azn";"Продукты";"37";"ASB kart";"Резервы";""		
2026-01-12;"-66.0";"";"azn";"Подарки";"19 за воду в 47";"ASB kart";"Резервы";""		
2026-01-11;"-4.0";"-10.0";"azn";"Ком. услуги / Вода";"4";"ASB kart";"Резервы";""		
2026-01-10;"-7.0";"";"azn";"Дом";"7";"Кошелёк";"Резервы";""		
2026-01-10;"-11.5";"";"azn";"Медицина / Лекарства";"7.6 3.9";"ASB kart";"Резервы";""		
2026-01-10;"-41.0";"-25.0";"azn";"Продукты";"36 5";"ASB kart";"Резервы";""		
2026-01-09;"251.0";"";"azn";"Зарплата Ильгар";"251";"ASB kart";"Резервы";""		
2026-01-09;"-50.0";"";"azn";"Подарки";"50 Ayaza komek";"ASB kart";"Резервы";""		
2026-01-09;"393.0";"393.0";"azn";"Пенсия Самира";"393";"ABB kart Samira";"Резервы";""		
2026-01-08;"-20.0";"-25.0";"azn";"Продукты";"20";"ASB kart";"Резервы";""		
2026-01-08;"-50.0";"";"azn";"Подарки";"50 для Хедиджи после операции";"Кошелёк";"Резервы";""		
2026-01-08;"-5.6";"-5.6";"azn";"Платный софт";"5.6 ticktick";"ASB kart";"Резервы";""		
2026-01-07;"13006.0";"";"azn";"";"";"";"";"Страхование жизни => Резервы"		
2026-01-07;"1000.0";"";"azn";"";"";"";"";"Резервы => ХаниМани"		
2026-01-07;"400.0";"";"azn";"";"";"";"";"Лотерея => Резервы"		
2026-01-06;"-14.0";"";"azn";"Ребенок / Траты";"14";"ASB kart";"Резервы";""		
2026-01-06;"-2.5";"-25.0";"azn";"Продукты";"2.5";"ASB kart";"Резервы";""		
2026-01-05;"457.0";"800.0";"azn";"Зарплата Ильгар";"457";"ASB kart";"Резервы";""		
2026-01-05;"-6.0";"";"azn";"Продукты";"6";"ASB kart";"Резервы";""		
2026-01-05;"400.0";"";"azn";"";"";"";"";"ASB kart => Кошелёк"		
2026-01-05;"-200.0";"";"azn";"Ребенок / Терапия";"200";"Кошелёк";"Резервы";""		
2026-01-05;"-50.0";"-50.0";"azn";"Платный софт";"50 Notion";"Albali кредитная карта";"Резервы";""		
2026-01-03;"-66.1";"-25.0";"azn";"Продукты";"35 26 5.1";"ASB kart";"Резервы";""		
2026-01-02;"-30.0";"-25.0";"azn";"Автомобиль / Бензин";"30";"ASB kart";"Резервы";""		
2026-01-02;"-4.0";"-4.0";"azn";"Развлечения и хобби";"4 futbol";"Кошелёк";"Резервы";""		
2026-01-01;"-9.0";"";"azn";"Ребенок / Траты";"9 подгузники";"ASB kart";"Резервы";""		
2026-01-01;"-10.0";"-25.0";"azn";"Продукты";"10";"ASB kart";"Резервы";""		
2025-12-31;"-44.0";"";"azn";"Продукты";"44";"ASB kart";"Резервы";""		
2025-12-31;"-20.0";"";"azn";"Дом";"20";"Кошелёк";"Резервы";""		
2025-12-31;"-8.0";"-8.0";"azn";"Интернет и связь";"4 4 Ильгар Самира";"ABB kart Samira";"Резервы";""		
2025-12-31;"-25.0";"-25.0";"azn";"Интернет и связь";"25 ailenet";"ABB kart Samira";"Резервы";""		
2025-12-30;"-46.0";"-25.0";"azn";"Продукты";"46";"ASB kart";"Резервы";""		
2025-12-28;"-48.0";"";"azn";"Продукты";"37 11";"ASB kart";"Резервы";""		
2025-12-28;"-20.0";"";"azn";"Автомобиль / Бензин";"20";"ASB kart";"Резервы";""		
2025-12-28;"-20.0";"";"azn";"Одежда и обувь";"20";"ASB kart";"Резервы";""		
2025-12-28;"-51.0";"";"azn";"Гигиена и красота";"32 8 3 8";"ASB kart";"Резервы";""		
2025-12-28;"-3.0";"";"azn";"Интернет и связь";"3 samira";"Albali kart";"Резервы";""		
2025-12-27;"-12.0";"";"azn";"Ребенок";"12";"ASB kart";"Резервы";""		
2025-12-27;"-4.0";"-25.0";"azn";"Продукты";"4";"ASB kart";"Резервы";""		
2025-12-26;"-27.0";"";"azn";"Медицина / Лекарства";"27";"ABB kart Samira";"Резервы";""		
2025-12-26;"1300.0";"";"azn";"Зарплата Ильгар";"1300";"ASB kart";"Резервы";""		
2025-12-26;"-9.0";"";"azn";"Ребенок";"9 подгузники";"ABB kart Samira";"Резервы";""		
2025-12-26;"-10.0";"-25.0";"azn";"Автомобиль / Бензин";"10";"Кошелёк";"Резервы";""		
2025-12-26;"-5.0";"-4.0";"azn";"Развлечения и хобби";"5 futbol";"Кошелёк";"Резервы";""		
